Suma de item_id,title
1324,Loaded (1994)
516,Local Hero (1983)
839,Loch Ness (1995)
1392,"Locusts, The (1997)"
124,Lone Star (1996)
147,"Long Kiss Goodnight, The (1996)"
847,Looking for Richard (1996)
551,Lord of Illusions (1995)
1381,Losing Chase (1996)
1518,Losing Isaiah (1995)
324,Lost Highway (1997)
612,Lost Horizon (1937)
916,Lost in Space (1998)
252,"Lost World: Jurassic Park, The (1997)"
1343,Lotto Land (1995)
1166,Love & Human Remains (1993)
1297,Love Affair (1994)
1077,Love and a .45 (1994)
913,Love and Death on Long Island (1997)
1379,Love and Other Catastrophes (1996)
139,"Love Bug, The (1969)"
1269,Love in the Afternoon (1957)
1457,Love Is All There Is (1996)
872,Love Jones (1997)
1605,Love Serenade (1996)
1160,Love! Valour! Compassion! (1997)
1351,Lover's Knot (1996)
1181,"Low Down Dirty Shame, A (1994)"
1329,"Low Life, The (1994)"
656,M (1931)
211,M*A*S*H (1970)
1401,M. Butterfly (1993)
904,Ma vie en rose (My Life in Pink) (1997)
1371,"Machine, The (1994)"
339,Mad City (1997)
1510,Mad Dog Time (1996)
36,Mad Love (1995)
1459,Madame Butterfly (1995)
734,Made in America (1993)
52,"Madness of King George, The (1994)"
1232,Madonna: Truth or Dare (1991)
1592,"Magic Hour, The (1998)"
510,"Magnificent Seven, The (1954)"
1178,Major Payne (1994)
1046,Malice (1993)
721,Mallrats (1995)
484,"Maltese Falcon, The (1941)"
1674,Mamma Roma (1962)
1566,"Man from Down Under, The (1943)"
1483,"Man in the Iron Mask, The (1998)"
1075,"Man of No Importance, A (1994)"
1179,Man of the House (1995)
766,Man of the Year (1995)
342,"Man Who Knew Too Little, The (1997)"
530,"Man Who Would Be King, The (1975)"
392,"Man Without a Face, The (1993)"
657,"Manchurian Candidate, The (1962)"
517,Manhattan (1979)
805,Manhattan Murder Mystery (1993)
1281,Manny & Lo (1996)
166,Manon of the Spring (Manon des sources) (1986)
1466,Margaret's Museum (1995)
1116,"Mark of Zorro, The (1940)"
1231,Marked for Death (1990)
1201,Marlene Dietrich: Shadow and Light (1996)
235,Mars Attacks! (1996)
287,Marvin's Room (1996)
419,Mary Poppins (1964)
370,Mary Reilly (1996)
561,Mary Shelley's Frankenstein (1994)
72,"Mask, The (1994)"
1678,Mat' i syn (1997)
749,"MatchMaker, The (1997)"
477,Matilda (1996)
73,Maverick (1994)
982,Maximum Risk (1996)
119,Maya Lin: A Strong Clear Vision (1994)
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
687,McHale's Navy (1997)
971,Mediterraneo (1991)
837,Meet John Doe (1941)
605,Meet Me in St. Louis (1944)
1376,Meet Wally Sparks (1997)
257,Men in Black (1997)
1433,Men of Means (1998)
1646,Men With Guns (1997)
806,Menace II Society (1993)
917,Mercury Rising (1998)
1322,Metisse (Café au Lait) (1993)
1244,Metro (1997)
700,Miami Rhapsody (1995)
866,Michael (1996)
744,Michael Collins (1996)
634,Microcosmos: Le peuple de l'herbe (1996)
1333,Midnight Dancers (Sibak) (1994)
312,Midnight in the Garden of Good and Evil (1997)
13,Mighty Aphrodite (1995)
374,Mighty Morphin Power Rangers: The Movie (1995)
1432,"Mighty, The (1998)"
783,Milk Money (1994)
1349,Mille bolle blu (1993)
518,Miller's Crossing (1990)
264,Mimic (1997)
1368,Mina Tannenbaum (1994)
378,Miracle on 34th Street (1994)
1673,Mirage (1995)
220,"Mirror Has Two Faces, The (1996)"
543,"Misérables, Les (1995)"
405,Mission: Impossible (1996)
1209,Mixed Nuts (1994)
1493,"Modern Affair, A (1995)"
107,Moll Flanders (1996)
1389,Mondo (1996)
1757,Money Talks (1997)
540,Money Train (1995)
964,"Month by the Lake, A (1995)"
168,Monty Python and the Holy Grail (1974)
154,Monty Python's Life of Brian (1979)
1441,Moonlight and Valentino (1995)
541,Mortal Kombat (1995)
890,Mortal Kombat: Annihilation (1997)
1494,"Mostro, Il (1994)"
321,Mother (1996)
980,Mother Night (1996)
539,Mouse Hunt (1997)
15,Mr. Holland's Opus (1995)
1436,Mr. Jones (1993)
901,Mr. Magoo (1997)
136,Mr. Smith Goes to Washington (1939)
1521,Mr. Wonderful (1993)
1054,Mr. Wrong (1996)
306,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
1024,Mrs. Dalloway (1997)
393,Mrs. Doubtfire (1993)
1113,Mrs. Parker and the Vicious Circle (1994)
821,Mrs. Winterbourne (1996)
83,Much Ado About Nothing (1993)
823,Mulholland Falls (1996)
1047,Multiplicity (1996)
21,Muppet Treasure Island (1996)
1669,MURDER and murder (1996)
322,Murder at 1600 (1997)
939,Murder in the First (1995)
848,"Murder, My Sweet (1944)"
381,Muriel's Wedding (1994)
773,Mute Witness (1994)
255,My Best Friend's Wedding (1997)
1421,My Crazy Life (Mi vida loca) (1993)
485,My Fair Lady (1964)
1147,My Family (1995)
1448,My Favorite Season (1993)
414,My Favorite Year (1982)
864,My Fellow Americans (1996)
509,My Left Foot (1989)
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
529,My Life as a Dog (Mitt liv som hund) (1985)
613,My Man Godfrey (1936)
537,My Own Private Idaho (1991)
109,Mystery Science Theater 3000: The Movie (1996)
37,Nadja (1994)
960,Naked (1993)
384,Naked Gun 33 1/3: The Final Insult (1994)
1502,Naked in New York (1994)
1305,National Lampoon's Senior Trip (1995)
53,Natural Born Killers (1994)
729,Nell (1994)
1506,Nelly & Monsieur Arnaud (1995)
1596,Nemesis 2: Nebula (1995)
1233,Nénette et Boni (1996)
1319,"Neon Bible, The (1995)"
38,"Net, The (1995)"
548,"NeverEnding Story III, The (1994)"
1661,"New Age, The (1994)"
1519,New Jersey Drive (1995)
1304,New York Cop (1996)
1106,"Newton Boys, The (1998)"
1415,"Next Karate Kid, The (1994)"
1667,"Next Step, The (1995)"
1648,"Niagara, Niagara (1997)"
761,Nick of Time (1995)
1629,Nico Icon (1995)
1226,Night Falls on Manhattan (1997)
1243,Night Flier (1997)
616,Night of the Living Dead (1968)
856,Night on Earth (1991)
91,"Nightmare Before Christmas, The (1993)"
219,"Nightmare on Elm Street, A (1984)"
3102,Nightwatch (1997)
198,Nikita (La Femme Nikita) (1990)
910,Nil By Mouth (1997)
1474,Nina Takes a Lover (1994)
722,Nine Months (1995)
836,Ninotchka (1939)
458,Nixon (1995)
1416,No Escape (1994)
1626,Nobody Loves Me (Keiner liebt mich) (1994)
956,Nobody's Fool (1994)
1638,Normal Life (1996)
1271,North (1994)
480,North by Northwest (1959)
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)"
861,Nosferatu a Venezia (1986)
1663,Nothing Personal (1995)
1264,Nothing to Lose (1994)
489,Notorious (1946)
1053,Now and Then (1995)
1528,Nowhere (1997)
411,"Nutty Professor, The (1996)"
1525,"Object of My Affection, The (1998)"
1397,Of Human Bondage (1934)
1328,Of Love and Shadows (1994)
1601,Office Killer (1997)
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)"
1126,"Old Man and the Sea, The (1958)"
416,Old Yeller (1957)
1078,Oliver & Company (1988)
448,"Omen, The (1976)"
162,On Golden Pond (1981)
649,Once Upon a Time in America (1984)
646,Once Upon a Time in the West (1969)
279,Once Upon a Time... When We Were Colored (1995)
1194,Once Were Warriors (1994)
815,One Fine Day (1996)
357,One Flew Over the Cuckoo's Nest (1975)
888,One Night Stand (1997)
785,Only You (1994)
1321,Open Season (1996)
110,Operation Dumbo Drop (1995)
1151,Original Gangstas (1996)
961,Orlando (1993)
906,Oscar & Lucinda (1997)
713,Othello (1995)
1236,"Other Voices, Other Rooms (1997)"
1283,Out to Sea (1997)
54,Outbreak (1995)
1455,"Outlaw, The (1943)"
1076,"Pagemaster, The (1994)"
1057,"Pallbearer, The (1996)"
1313,Palmetto (1998)
1161,Palookaville (1996)
1438,Panther (1995)
1044,"Paper, The (1994)"
320,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
935,Paradise Road (1997)
417,"Parent Trap, The (1961)"
645,Paris Is Burning (1990)
857,Paris Was a Woman (1995)
1622,"Paris, France (1993)"
664,"Paris, Texas (1984)"
1071,Party Girl (1995)
972,Passion Fish (1992)
1449,Pather Panchali (1955)
641,Paths of Glory (1957)
205,Patton (1970)
879,"Peacemaker, The (1997)"
1299,Penny Serenade (1941)
508,"People vs. Larry Flynt, The (1996)"
786,"Perez Family, The (1995)"
850,"Perfect Candidate, A (1996)"
686,"Perfect World, A (1993)"
694,Persuasion (1995)
1002,"Pest, The (1997)"
1091,Pete's Dragon (1977)
826,"Phantom, The (1996)"
885,Phantoms (1998)
1574,Pharaoh's Army (1995)
1162,Phat Beach (1996)
125,Phenomenon (1996)
735,Philadelphia (1993)
478,"Philadelphia Story, The (1940)"
582,"Piano, The (1993)"
618,Picnic (1955)
1400,Picture Bride (1995)
873,Picture Perfect (1997)
1259,Pie in the Sky (1995)
253,"Pillow Book, The (1995)"
214,Pink Floyd - The Wall (1982)
404,Pinocchio (1940)
157,Platoon (1986)
336,Playing God (1997)
542,Pocahontas (1995)
807,Poetic Justice (1993)
1229,Poison Ivy II (1995)
599,Police Story 4: Project S (Chao ji ji hua) (1993)
842,Pollyanna (1960)
1312,"Pompatus of Love, The (1996)"
536,Ponette (1996)
1163,"Portrait of a Lady, The (1996)"
14,"Postino, Il (1994)"
898,"Postman, The (1997)"
365,Powder (1995)
830,Power 98 (1995)
934,"Preacher's Wife, The (1996)"
1189,Prefontaine (1997)
739,Pretty Woman (1990)
1602,"Price Above Rubies, A (1998)"
57,Priest (1994)
591,Primal Fear (1996)
915,Primary Colors (1998)
173,"Princess Bride, The (1987)"
1285,Princess Caraboo (1994)
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996)
167,Private Benjamin (1980)
1012,Private Parts (1997)
55,"Professional, The (1994)"
808,"Program, The (1993)"
296,"Promesse, La (1996)"
1563,"Promise, The (Versprechen, Das) (1994)"
351,"Prophecy II, The (1998)"
774,"Prophecy, The (1995)"
185,Psycho (1960)
56,Pulp Fiction (1994)
658,Pump Up the Volume (1990)
1198,Purple Noon (1960)
957,Pushing Hands (1992)
1072,"Pyromaniac's Love Story, A (1995)"
1570,Quartier Mozart (1992)
730,"Queen Margot (Reine Margot, La) (1994)"
1034,"Quest, The (1996)"
562,"Quick and the Dead, The (1995)"
648,"Quiet Man, The (1952)"
1144,"Quiet Room, The (1996)"
58,Quiz Show (1994)
1517,Race the Sun (1996)
394,Radioland Murders (1994)
192,Raging Bull (1980)
174,Raiders of the Lost Ark (1981)
310,"Rainmaker, The (1997)"
923,Raise the Red Lantern (1991)
238,Raising Arizona (1987)
647,Ran (1985)
742,Ransom (1996)
1476,Raw Deal (1948)
1230,Ready to Wear (Pret-A-Porter) (1994)
746,Real Genius (1985)
1074,Reality Bites (1994)
603,Rear Window (1954)
607,Rebecca (1940)
506,Rebel Without a Cause (1955)
1479,Reckless (1995)
754,Red Corner (1997)
1099,"Red Firecracker, Green Firecracker (1994)"
466,Red Rock West (1992)
85,"Ref, The (1994)"
788,Relative Fear (1994)
1157,"Relic, The (1997)"
1614,"Reluctant Debutante, The (1958)"
86,"Remains of the Day, The (1993)"
944,Renaissance Man (1994)
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"
1043,Rent-a-Kid (1995)
752,"Replacement Killers, The (1998)"
156,Reservoir Dogs (1992)
277,Restoration (1995)
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
181,Return of the Jedi (1983)
163,"Return of the Pink Panther, The (1974)"
1378,Rhyme & Reason (1997)
983,"Rich Man's Wife, The (1996)"
10,Richard III (1995)
795,Richie Rich (1994)
224,Ridicule (1996)
193,"Right Stuff, The (1983)"
1666,Ripe (1996)
809,Rising Sun (1993)
281,"River Wild, The (1994)"
1140,"Road to Wellville, The (1994)"
549,Rob Roy (1995)
84,Robert A. Heinlein's The Puppet Masters (1994)
395,Robin Hood: Men in Tights (1993)
627,Robin Hood: Prince of Thieves (1991)
1274,Robocop 3 (1993)
117,"Rock, The (1996)"
683,Rocket Man (1997)
487,Roman Holiday (1953)
583,Romeo Is Bleeding (1993)
1597,Romper Stomper (1992)
1014,Romy and Michele's High School Reunion (1997)
213,"Room with a View, A (1986)"
787,Roommates (1995)
1385,Roseanna's Grave (For Roseanna) (1997)
652,Rosencrantz and Guildenstern Are Dead (1990)
292,Rosewood (1997)
1662,Rough Magic (1995)
962,Ruby in Paradise (1993)
468,Rudy (1993)
745,"Ruling Class, The (1972)"
24,Rumble in the Bronx (1995)
1261,"Run of the Country, The (1995)"
1481,S.F.W. (1994)
486,Sabrina (1954)
274,Sabrina (1995)
1131,Safe (1995)
1554,Safe Passage (1994)
1467,"Saint of Fort Washington, The (1993)"
748,"Saint, The (1997)"
1588,Salut cousin! (1996)
63,"Santa Clause, The (1994)"
1500,Santa with Muscles (1996)
1196,"Savage Nights (Nuits fauves, Les) (1992)"
1542,"Scarlet Letter, The (1926)"
1442,"Scarlet Letter, The (1995)"
318,Schindler's List (1993)
1589,Schizopolis (1996)
1224,"Scout, The (1994)"
288,Scream (1996)
895,Scream 2 (1997)
1682,Scream of Stone (Schrei aus Stein) (1991)
760,Screamers (1995)
1361,"Search for One-eye Jimmy, The (1996)"
87,Searching for Bobby Fischer (1993)
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)"
1555,"Secret Adventures of Tom Thumb, The (1993)"
1205,"Secret Agent, The (1996)"
584,"Secret Garden, The (1993)"
463,"Secret of Roan Inish, The (1994)"
285,Secrets & Lies (1996)
1278,Selena (1997)
275,Sense and Sensibility (1995)
1527,Senseless (1998)
396,Serial Mom (1994)
1277,Set It Off (1996)
11,Seven (Se7en) (1995)
690,Seven Years in Tibet (1997)
650,"Seventh Seal, The (Sjunde inseglet, Det) (1957)"
708,"Sex, Lies, and Videotape (1989)"
1360,"Sexual Life of the Belgians, The (1994)"
105,Sgt. Bilko (1996)
984,Shadow Conspiracy (1997)
1352,Shadow of Angels (Schatten der Engel) (1976)
810,"Shadow, The (1994)"
736,Shadowlands (1993)
1546,Shadows (Cienie) (1988)
843,"Shaggy Dog, The (1959)"
1286,Shall We Dance? (1937)
251,Shall We Dance? (1996)
1073,Shallow Grave (1994)
6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
64,"Shawshank Redemption, The (1994)"
875,She's So Lovely (1997)
1048,She's the One (1996)
1015,Shiloh (1997)
531,Shine (1996)
200,"Shining, The (1980)"
1027,"Shooter, The (1995)"
1434,Shooting Fish (1997)
1595,Shopping (1994)
469,Short Cuts (1993)
1547,"Show, The (1995)"
375,Showgirls (1995)
98,"Silence of the Lambs, The (1991)"
1630,"Silence of the Palace, The (Saimt el Qusur) (1994)"
1055,"Simple Twist of Fate, A (1994)"
1292,"Simple Wish, A (1997)"
705,Singin' in the Rain (1952)
737,Sirens (1994)
1101,Six Degrees of Separation (1993)
1620,"Sixth Man, The (1997)"
152,Sleeper (1973)
628,Sleepers (1996)
88,Sleepless in Seattle (1993)
1460,Sleepover (1995)
3109,Sliding Doors (1998)
223,Sling Blade (1996)
1631,"Slingshot, The (1993)"
1090,Sliver (1993)
1660,Small Faces (1995)
938,"Smile Like Yours, A (1997)"
244,Smilla's Sense of Snow (1997)
461,Smoke (1995)
239,Sneakers (1992)
99,Snow White and the Seven Dwarfs (1937)
626,So Dear to My Heart (1949)
90,So I Married an Axe Murderer (1993)
976,Solo (1996)
963,Some Folks Call It a Sling Blade (1993)
1119,Some Kind of Wonderful (1987)
482,Some Like It Hot (1959)
1642,Some Mother's Son (1996)
1334,Somebody to Love (1994)
1599,Someone Else's America (1995)
775,Something to Talk About (1995)
662,Somewhere in Time (1980)
585,Son in Law (1993)
632,Sophie's Choice (1982)
880,Soul Food (1997)
143,"Sound of Music, The (1965)"
820,Space Jam (1996)
1651,"Spanish Prisoner, The (1997)"
1170,Spanking the Monkey (1994)
358,Spawn (1997)
1407,"Specialist, The (1994)"
552,Species (1995)
796,Speechless (1994)
568,Speed (1994)
1089,Speed 2: Cruise Control (1997)
608,Spellbound (1945)
355,Sphere (1998)
352,Spice World (1997)
1573,Spirits of the Dead (Tre passi nel delirio) (1968)
126,"Spitfire Grill, The (1996)"
1513,Sprung (1997)
407,Spy Hard (1996)
1384,Squeeze (1996)
1393,Stag (1997)
593,Stalingrad (1993)
1159,Stalker (1979)
655,Stand by Me (1986)
1293,Star Kid (1997)
1068,"Star Maker, The (Uomo delle stelle, L') (1995)"
1265,Star Maps (1997)
229,Star Trek III: The Search for Spock (1984)
230,Star Trek IV: The Voyage Home (1986)
450,Star Trek V: The Final Frontier (1989)
227,Star Trek VI: The Undiscovered Country (1991)
222,Star Trek: First Contact (1996)
380,Star Trek: Generations (1994)
449,Star Trek: The Motion Picture (1979)
228,Star Trek: The Wrath of Khan (1982)
50,Star Wars (1977)
62,Stargate (1994)
1464,"Stars Fell on Henrietta, The (1995)"
271,Starship Troopers (1997)
1435,"Steal Big, Steal Little (1995)"
1009,Stealing Beauty (1996)
263,Steel (1997)
1339,Stefano Quantestorie (1993)
563,Stephen King's The Langoliers (1995)
194,"Sting, The (1973)"
1396,Stonewall (1995)
1344,"Story of Xinghua, The (1993)"
39,Strange Days (1995)
1399,Stranger in the House (1997)
1372,"Stranger, The (1994)"
1195,Strawberry and Chocolate (Fresa y chocolate) (1993)
1413,Street Fighter (1994)
507,"Streetcar Named Desire, A (1951)"
709,Strictly Ballroom (1992)
397,Striking Distance (1993)
1301,Stripes (1981)
120,Striptease (1996)
997,Stuart Saves His Family (1995)
1001,"Stupids, The (1996)"
2369,"Substance of Fire, The (1996)"
977,"Substitute, The (1996)"
1428,SubUrbia (1997)
363,Sudden Death (1995)
1644,Sudden Manhattan (1996)
1167,"Sum of Us, The (1994)"
1675,"Sunchaser, The (1996)"
488,Sunset Blvd. (1950)
1276,Sunset Park (1996)
398,Super Mario Bros. (1993)
128,Supercop (1992)
1117,Surviving Picasso (1996)
1314,Surviving the Game (1994)
1422,Suture (1993)
1409,"Swan Princess, The (1994)"
896,"Sweet Hereafter, The (1997)"
1677,Sweet Nothing (1995)
1394,Swept from the Sea (1997)
789,Swimming with Sharks (1995)
150,Swingers (1996)
622,Swiss Family Robinson (1960)
1038,Switchback (1997)
1187,Switchblade Sisters (1975)
625,"Sword in the Stone, The (1963)"
1584,"Symphonie pastorale, La (1946)"
1670,Tainted (1998)
413,Tales from the Crypt Presents: Bordello of Blood (1996)
379,Tales From the Crypt Presents: Demon Knight (1995)
564,Tales from the Hood (1995)
1272,Talking About Sex (1994)
889,"Tango Lesson, The (1997)"
1110,Tank Girl (1995)
1657,Target (1995)
23,Taxi Driver (1976)
883,Telling Lies in America (1997)
1652,Temptress Moon (Feng Yue) (1996)
586,Terminal Velocity (1994)
96,Terminator 2: Judgment Day (1991)
195,"Terminator, The (1984)"
1587,Terror in a Texas Town (1958)
1386,Tetsuo II: Body Hammer (1992)
1444,That Darn Cat! (1965)
1881,That Darn Cat! (1997)
1190,That Old Feeling (1997)
845,That Thing You Do! (1996)
1548,The Courtyard (1995)
1358,The Deadly Cure (1996)
643,The Innocent (1994)
104,Theodore Rex (1995)
1122,They Made Me a Criminal (1939)
1462,"Thieves (Voleurs, Les) (1996)"
644,"Thin Blue Line, The (1988)"
1094,"Thin Line Between Love and Hate, A (1996)"
493,"Thin Man, The (1934)"
544,Things to Do in Denver when You're Dead (1995)
406,Thinner (1996)
513,"Third Man, The (1949)"
811,Thirty-Two Short Films About Glenn Gould (1993)
209,This Is Spinal Tap (1984)
937,"Thousand Acres, A (1997)"
624,"Three Caballeros, The (1945)"
60,Three Colors: Blue (1993)
59,Three Colors: Red (1994)
61,Three Colors: White (1994)
1507,Three Lives and Only One Death (1996)
399,"Three Musketeers, The (1993)"
776,Three Wishes (1995)
738,Threesome (1994)
1018,Tie Me Up! Tie Me Down! (1990)
1253,"Tie That Binds, The (1995)"
1561,Tigrero: A Film That Was Never Made (1994)
1300,'Til There Was You (1997)
282,"Time to Kill, A (1996)"
897,Time Tracers (1995)
797,Timecop (1994)
284,Tin Cup (1996)
639,"Tin Drum, The (Blechtrommel, Die) (1979)"
712,Tin Men (1987)
313,Titanic (1997)
1582,T-Men (1947)
1204,To Be or Not to Be (1942)
490,To Catch a Thief (1955)
1564,To Cross the Rubicon (1991)
715,To Die For (1995)
846,To Gillian on Her 37th Birthday (1996)
1590,"To Have, or Not (1995)"
427,To Kill a Mockingbird (1962)
958,To Live (Huozhe) (1994)
40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
1613,Tokyo Fist (1995)
1148,Tom & Viv (1994)
1469,Tom and Huck (1995)
470,Tombstone (1993)
790,Tommy Boy (1995)
751,Tomorrow Never Dies (1997)
161,Top Gun (1986)
1203,Top Hat (1935)
1260,Total Eclipse (1995)
870,Touch (1997)
653,Touch of Evil (1958)
1491,Tough and Deadly (1995)
1571,Touki Bouki (Journey of the Hyena) (1973)
1,Toy Story (1995)
475,Trainspotting (1996)
426,"Transformers: The Movie, The (1986)"
534,Traveller (1997)
519,"Treasure of the Sierra Madre, The (1948)"
1017,Trees Lounge (1996)
1258,Trial and Error (1997)
1522,Trial by Jury (1994)
979,"Trigger Effect, The (1996)"
592,True Crime (1995)
385,True Lies (1994)
92,True Romance (1993)
1127,"Truman Show, The (1998)"
1103,Trust (1990)
111,"Truth About Cats & Dogs, The (1996)"
1610,"Truth or Consequences, N.M. (1997)"
247,Turbo: A Power Rangers Movie (1997)
986,Turbulence (1997)
1417,"Turning, The (1992)"
1115,Twelfth Night (1996)
7,Twelve Monkeys (1995)
911,Twilight (1998)
1534,Twin Town (1997)
1237,Twisted (1996)
118,Twister (1996)
920,Two Bits (1995)
1338,Two Deaths (1995)
1635,Two Friends (1986)
1040,Two if by Sea (1996)
1102,Two Much (1996)
851,Two or Three Things I Know About Her (1966)
334,U Turn (1997)
912,U.S. Marshalls (1998)
600,Ulee's Gold (1997)
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
212,"Unbearable Lightness of Being, The (1988)"
233,Under Siege (1992)
1228,Under Siege 2: Dark Territory (1995)
1529,Underground (1995)
1553,"Underneath, The (1995)"
987,Underworld (1997)
925,Unforgettable (1996)
203,Unforgiven (1992)
146,Unhook the Stars (1996)
267,unknown
953,Unstrung Heroes (1995)
1006,Until the End of the World (Bis ans Ende der Welt) (1991)
954,Unzipped (1995)
280,Up Close and Personal (1996)
1118,Up in Smoke (1978)
12,"Usual Suspects, The (1995)"
545,Vampire in Brooklyn (1995)
1241,"Van, The (1996)"
464,Vanya on 42nd Street (1994)
871,Vegas Vacation (1997)
1354,Venice/Venice (1992)
907,Vermin (1998)
1568,Vermont Is For Lovers (1992)
479,Vertigo (1958)
412,"Very Brady Sequel, A (1996)"
1309,"Very Natural Thing, A (1974)"
629,Victor/Victoria (1982)
1569,"Vie est belle, La (Life is Rosey) (1987)"
565,Village of the Damned (1995)
1210,Virtuosity (1995)
1472,"Visitors, The (Visiteurs, Les) (1993)"
678,Volcano (1997)
347,Wag the Dog (1997)
1007,Waiting for Guffman (1996)
1311,Waiting to Exhale (1995)
553,"Walk in the Clouds, A (1995)"
1310,"Walk in the Sun, A (1945)"
1149,Walkabout (1971)
1262,Walking and Talking (1996)
1423,"Walking Dead, The (1995)"
114,Wallace & Gromit: The Best of Aardman Animation (1996)
1676,"War at Home, The (1996)"
1141,"War Room, The (1993)"
1058,"War, The (1994)"
1615,Warriors of Virtue (1997)
882,Washington Square (1997)
554,Waterworld (1995)
1668,Wedding Bell Blues (1996)
1516,"Wedding Gift, The (1994)"
354,"Wedding Singer, The (1998)"
158,Weekend at Bernie's (1989)
1176,Welcome To Sarajevo (1997)
93,Welcome to the Dollhouse (1995)
1572,Wend Kuuni (God's Gift) (1982)
567,Wes Craven's New Nightmare (1994)
1100,What Happened Was... (1994)
65,What's Eating Gilbert Grape (1993)
942,What's Love Got to Do with It (1993)
1221,When a Man Loves a Woman (1994)
216,When Harry Met Sally... (1989)
1406,When Night Is Falling (1995)
256,When the Cats Away (Chacun cherche son chat) (1996)
1142,When We Were Kings (1996)
66,While You Were Sleeping (1995)
18,"White Balloon, The (1995)"
555,White Man's Burden (1995)
924,White Squall (1996)
867,"Whole Wide World, The (1996)"
703,Widows' Peak (1994)
1627,"Wife, The (1995)"
1279,Wild America (1997)
556,Wild Bill (1995)
589,"Wild Bunch, The (1969)"
1171,Wild Reeds (1994)
914,Wild Things (1998)
421,William Shakespeare's Romeo and Juliet (1996)
151,Willy Wonka and the Chocolate Factory (1971)
1492,Window to Paris (1994)
1515,Wings of Courage (1995)
512,Wings of Desire (1987)
311,"Wings of the Dove, The (1997)"
969,Winnie the Pooh and the Blustery Day (1968)
899,"Winter Guest, The (1997)"
681,Wishmaster (1997)
941,With Honors (1994)
1404,Withnail and I (1987)
1526,Witness (1985)
132,"Wizard of Oz, The (1939)"
569,Wolf (1994)
1581,"Woman in Question, The (1950)"
1172,"Women, The (1939)"
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)"
360,Wonderland (1997)
1323,"Wooden Man's Bride, The (Wu Kui) (1994)"
1512,"World of Apu, The (Apur Sansar) (1959)"
169,"Wrong Trousers, The (1993)"
570,Wyatt Earp (1994)
1557,Yankee Zulu (1994)
884,Year of the Horse (1997)
1681,You So Crazy (1994)
208,Young Frankenstein (1974)
232,Young Guns (1988)
1188,Young Guns II (1990)
547,"Young Poisoner's Handbook, The (1995)"
1164,Zeus and Roxanne (1997)
